Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"Fergus, Bishop, c.750 [6] White",19/11/2007,,,,TRUE,,3
Tuesday of Pentecost 25,20/11/2007,,,,TRUE,,3
"Columban, Bishop, 615 [6] White",21/11/2007,,,,TRUE,,3
"Cecilia, Martyr, c.230 [6] White",22/11/2007,,,,TRUE,,3
"Clement of Rome, Bishop and Martyr, c.100 [6] Red",23/11/2007,,,,TRUE,,3
"Lucy Menzies, 1954 [6] White",24/11/2007,,,,TRUE,,3
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent),25/11/2007,,,,TRUE,,3
Monday after the Last Sunday after Pentecost,26/11/2007,,,,TRUE,,3
Tuesday after the Last Sunday after Pentecost,27/11/2007,,,,TRUE,,3
Wednesday after the Last Sunday after Pentecost,28/11/2007,,,,TRUE,,3
Thursday after the Last Sunday after Pentecost,29/11/2007,,,,TRUE,,3
"Andrew, Apostle, Patron of Scotland [4] Red",30/11/2007,,,,TRUE,,3
Saturday after the Last Sunday after Pentecost,01/12/2007,,,,TRUE,,3
