Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
"All Souls [5] Violet or White (Ordination of the Bishop of Edinburgh, 1993)",02/11/2009,,,,TRUE,,3
"Richard Hooker, Priest and Teacher of the Faith, 1660 [6] White",03/11/2009,,,,TRUE,,3
Wednesday after Pentecost 22,04/11/2009,,,,TRUE,,3
Thursday after Pentecost 22,05/11/2009,,,,TRUE,,3
Friday after Pentecost 22,06/11/2009,,,,TRUE,,3
"Willibrord, Bishop and Missionary, 739 [6] White",07/11/2009,,,,TRUE,,3
Pentecost 23 [3] Green; SPB Trinity 22 (Third Sunday before Advent),08/11/2009,,,,TRUE,,3
"George Hay Forbes, Priest, 1875 [6] White",09/11/2009,,,,TRUE,,3
"Leo the Great, Bishop and Teacher of the Faith, 461 [6] White",10/11/2009,,,,TRUE,,3
"Martin of Tours, Bishop, c.397 [6] White",11/11/2009,,,,TRUE,,3
"Machar, Bishop, c.600 [6] White",12/11/2009,,,,TRUE,,3
Friday after Pentecost 23,13/11/2009,,,,TRUE,,3
"Sunday after Pentecost 23 (Ordination of Samuel Seabury, Bishop, 1784)",14/11/2009,,,,TRUE,,3
Pentecost 24 [3] Green; SPB Trinity 23 (Second Sunday before Advent),15/11/2009,,,,TRUE,,3
"Margaret of Scotland, 1093 [4] White",16/11/2009,,,,TRUE,,3
"Hilda of Whitby, 680 and Hugh of Lincoln, Bishop, 1200 [6] White",17/11/2009,,,,TRUE,,3
"Fergus, Bishop, c.750 [6] White",18/11/2009,,,,TRUE,,3
Thursday after Pentecost 24,19/11/2009,,,,TRUE,,3
Friday after Pentecost 24,20/11/2009,,,,TRUE,,3
"Columban, Bishop, 615 [6] White",21/11/2009,,,,TRUE,,3
The Last Sunday after Pentecost (Christ the King) [3] White or Red (The Sunday before Advent),22/11/2009,,,,TRUE,,3
"Clement of Rome, Bishop and Martyr, c.100 [6] Red",23/11/2009,,,,TRUE,,3
"Lucy Menzies, 1954 [6] White",24/11/2009,,,,TRUE,,3
"Cecilia, Martyr, c.230 [6] White (translated from 22 November)",25/11/2009,,,,TRUE,,3
Thursday after the Last Sunday after Pentecost,26/11/2009,,,,TRUE,,3
Friday after the Last Sunday after Pentecost,27/11/2009,,,,TRUE,,3
Saturday after the Last Sunday after Pentecost,28/11/2009,,,,TRUE,,3
