Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Triumph of the Holy Cross ,14/09/2004,,,,TRUE,"Lectionary Details for 14/09/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 4
Readings for Mass First Reading: Numbers 21:4-9 Responsorial Psalm: Psalms 78:1-2, 34-35, 36-37, 38 Second Reading: Philippians 2:6-11 Gospel: John 3:13-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of Sorrows ,15/09/2004,,,,TRUE,"Lectionary Details for 15/09/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Hebrews 5:7-9 Responsorial Psalm: Psalms 31:2-3, 3-4, 5-6, 15-16, 20 Gospel: John 19:25-27, or Luke 2:33-35

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Cornelius, pope and Martyr, and Cyprian, Bishop and Martyr ; Edward Bouverie Pusey, Priest, Tractarian 1882",16/09/2004,,,,TRUE,"Lectionary Details for 16/09/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season (Thursday of the Twenty-fourth week in Ordinary Time) First Reading: First Corinthians 15:1-11 Responsorial Psalm: Psalms 118:1-2, 16-17, 28 Gospel: Luke 7:36-50

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Robert Bellarmine, Bishop and Doctor; Hildegard, Abbess of Bingen, Visionary, 1179",17/09/2004,,,,TRUE,"Lectionary Details for 17/09/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: First Corinthians 15:12-20 Responsorial Psalm: Psalms 17:1, 6-7, 8, 15 Gospel: Luke 8:1-3 Saint Robert Bellarmine, bishop and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of the Twenty-fourth week in Ordinary Time,18/09/2004,,,,TRUE,"Lectionary Details for 18/09/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: First Corinthians 15:35-37, 42-49 Responsorial Psalm: Psalms 56:10-12, 13-14 Gospel: Luke 8:4-15 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Twenty-fifth Sunday in Ordinary Time; Fifteenth Sunday after Trinity,19/09/2004,,,,TRUE,"Lectionary Details for 19/09/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Amos 8:4-7 Responsorial Psalm: Psalms 113:1-2, 4-6, 7-8 Second Reading: First Timothy 2:1-8 Gospel: Luke 16:1-13 or 16:10-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Andrew Kim Taegon, priest and Martyr, Paul Chong Hasang, and companions, Martyrs ; John Coleridge Patterson, Bishop, First Bishop of Melanesia and his Companians, Martyrs, 1871",20/09/2004,,,,TRUE,"Lectionary Details for 20/09/2004
Year: C/2 Colour: Red   - Divine Office Week: 1
Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season (Monday of the Twenty-fifth week in Ordinary Time) First Reading: Proverbs 3:27-34 Responsorial Psalm: Psalms 15:2-3, 3-4, 5 Gospel: Luke 8:16-18

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Matthew, Apostle and evangelist ",21/09/2004,,,,TRUE,"Lectionary Details for 21/09/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 4:1-7, 11-13 Responsorial Psalm: Psalms 19:2-3, 4-5 Gospel: Matthew 9:9-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Twenty-fifth week in Ordinary Time EMBER DAY,22/09/2004,,,,TRUE,"Lectionary Details for 22/09/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Proverbs 30:5-9 Responsorial Psalm: Psalms 119:29, 72, 89, 101, 104, 163 Gospel: Luke 9:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Pio of Pietrelcina, Priest, Stigmatic",23/09/2004,,,,TRUE,"Lectionary Details for 23/09/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Ecclesiastes 1:2-11 Responsorial Psalm: Psalms 90:3-4, 5-6, 12-13, 14, 17 Gospel: Luke 9:7-9

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of Walsingham (EMBER DAY),24/09/2004,,,,TRUE,"Lectionary Details for 24/09/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Ecclesiastes 3:1-11 Responsorial Psalm: Psalms 144:1-2, 3-4 Gospel: Luke 9:18-22

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Lancelot Andrewes, Bishop, Translator of the Scriptures EMBER DAY",25/09/2004,,,,TRUE,"Lectionary Details for 25/09/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Ecclesiastes 11:9--12:8 Responsorial Psalm: Psalms 90:3-4, 5-6, 12-13, 14, 17 Gospel: Luke 9:43-45 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Twenty-sixth Sunday in Ordinary Time; Sixteenth Sunday after Trinity,26/09/2004,,,,TRUE,"Lectionary Details for 26/09/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Amos 6:1, 4-7 Responsorial Psalm: Psalms 146:7, 8-9, 9-10 Second Reading: First Timothy 6:11-16 Gospel: Luke 16:19-31

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Vincent de Paul, priest ",27/09/2004,,,,TRUE,"Lectionary Details for 27/09/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass From the Common of pastors [for missionaries] or From the Common of holy men and women [for those who worked for the disadvantaged] Especially First Reading: First Corinthians 1:26-31 or From the Proper of the Season (Monday of the Twenty-sixth week in Ordinary Time) First Reading: Job 1:6-22 Responsorial Psalm: Psalms 17:1, 2-3, 6-7 Gospel: Luke 9:46-50

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Wenceslas Martyr; Laurence Ruiz and Companions, Martyrs",28/09/2004,,,,TRUE,"Lectionary Details for 28/09/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Job 3:1-3, 11-17, 20-23 Responsorial Psalm: Psalms 88:2-3, 4-5, 6, 7-8 Gospel: Luke 9:51-56 Saint Wenceslaus, martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season Saint Lawrence Ruiz and companions, martyrs - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Michael, Gabriel, and Raphael, archangels ",29/09/2004,,,,TRUE,"Lectionary Details for 29/09/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Daniel 7:9-10, 13-14, or Revelation 12:7-12 Responsorial Psalm: Psalms 138:1-2, 2-3, 4-5 Gospel: John 1:47-51

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Jerome, priest and doctor ",30/09/2004,,,,TRUE,"Lectionary Details for 30/09/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season (Thursday of the Twenty-sixth week in Ordinary Time) First Reading: Job 19:21-27 Responsorial Psalm: Psalms 27:7-8, 8-9, 13-14 Gospel: Luke 10:1-12 or From this reading First Reading: Second Timothy 3:14-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Theresa of the Child Jesus, virgin and Doctor",01/10/2004,,,,TRUE,"Lectionary Details for 01/10/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass From the Common of virgins or From the Common of holy men and women [for religious] or From the Proper of the Season (Friday of the Twenty-sixth week in Ordinary Time) First Reading: Job 38:1, 12-21; 40:3-5 Responsorial Psalm: Psalms 139:1-3, 7-8, 9-10, 13-14 Gospel: Luke 10:13-16 or From these readings First Reading: Isaiah 66:10-14 Gospel: Matthew 18:1-4

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Guardian Angels ,02/10/2004,,,,TRUE,"Lectionary Details for 02/10/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Exodus 23:20-23 Responsorial Psalm: Psalms 91:1-2, 3-4, 5-6, 10-11 Gospel: Matthew 18:1-5, 10

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Twenty-seventh Sunday in Ordinary Time; Seventeenth Sunday after Trinity,03/10/2004,,,,TRUE,"Lectionary Details for 03/10/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Habakkuk 1:2-3, 2:2-4 Responsorial Psalm: Psalms 95:1-2, 6-7, 8-9 Second Reading: Second Timothy 1:6-8, 13-14 Gospel: Luke 17:5-10

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Francis of Assisi, Friar, Deacon, Founder of the Friars Minor, 1226",04/10/2004,,,,TRUE,"Lectionary Details for 04/10/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season (Monday of the Twenty-seventh week in Ordinary Time) First Reading: Galatians 1:6-12 Responsorial Psalm: Psalms 111:1-2, 7-8, 9, 10 Gospel: Luke 10:25-37 or From this reading First Reading: Galatians 6:14-18

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Twenty-seventh week in Ordinary Time,05/10/2004,,,,TRUE,"Lectionary Details for 05/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Galatians 1:13-24 Responsorial Psalm: Psalms 139:1-3, 13-14, 14-15 Gospel: Luke 10:38-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Bruno, Priest; William Tyndale, Translator of the Scriptures, Martyr",06/10/2004,,,,TRUE,"Lectionary Details for 06/10/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Galatians 2:1-2, 7-14 Responsorial Psalm: Psalms 117:1, 2 Gospel: Luke 11:1-4 Saint Bruno, priest - Optional Memorial Readings for Mass From the Common of pastors or From the Common of holy men and women [for religious] or From the Proper of the Season 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady of the Rosary ,07/10/2004,,,,TRUE,"Lectionary Details for 07/10/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass From the Common of the Blessed Virgin Mary Especially Gospel: Luke 1:26-38 or From the Proper of the Season (Thursday of the Twenty-seventh week in Ordinary Time) First Reading: Galatians 3:1-5 Responsorial Psalm: Luke 1:69-70, 71-72, 73-75 Gospel: Luke 11:5-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Denys, Bishop of Paris and his Companions, Martyrs, 250; Robert Grosseteste, Bishop of Lincoln, Philosopher, 1253",08/10/2004,,,,TRUE,"Lectionary Details for 08/10/2004
Year: C/2 Colour: Red   - Divine Office Week: 3
Readings for Mass First Reading: Galatians 3:7-14 Responsorial Psalm: Psalms 111:1-2, 3-4, 5-6 Gospel: Luke 11:15-26

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,09/10/2004,,,,TRUE,"Lectionary Details for 09/10/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Galatians 3:22-29 Responsorial Psalm: Psalms 105:2-3, 4-5, 6-7 Gospel: Luke 11:27-28 Saint Denis, bishop and martyr, and companions, martyrs - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season Saint John Leonardi, priest - Optional Memorial Readings for Mass From the Common of pastors or From the Common of holy men and women [for those who worked for the disadvantaged] or From the Proper of the Season Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Twenty-eighth Sunday in Ordinary Time; Eighteenth Sunday after Trinity,10/10/2004,,,,TRUE,"Lectionary Details for 10/10/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Second Kings 5:14-17 Responsorial Psalm: Psalms 98:1, 2-3, 3-4 Second Reading: Second Timothy 2:8-13 Gospel: Luke 17:11-19

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Ethelburga, Abbess, 675; James the Deacon, 7th Century",11/10/2004,,,,TRUE,"Lectionary Details for 11/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 4
Readings for Mass First Reading: Galatians 4:22-24, 26-27, 31--5:1 Responsorial Psalm: Psalms 113:1-2, 3-4, 5, 6-7 Gospel: Luke 11:29-32

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Wilfred of Ripon, Bishop, Missionary, 709; Elizabeth Fry, Prison Reformer, 1845; Edith Cavell, Nurse, 1915",12/10/2004,,,,TRUE,"Lectionary Details for 12/10/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Galatians 5:1-6 Responsorial Psalm: Psalms 119:41, 43, 44, 45, 47, 48 Gospel: Luke 11:37-41

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Edward the Confessor, King, 1066",13/10/2004,,,,TRUE,"Lectionary Details for 13/10/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Galatians 5:18-25 Responsorial Psalm: Psalms 1:1-2, 3, 4, 6 Gospel: Luke 11:42-46

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Callistus I , Pope, Martyr",14/10/2004,,,,TRUE,"Lectionary Details for 14/10/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass First Reading: Ephesians 1:3-10 Responsorial Psalm: Psalms 98:1, 2-3, 3-4, 5-6 Gospel: Luke 11:47-54 Saint Callistus I, pope and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors [for a pope] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Teresa of Avila, virgin and doctor ",15/10/2004,,,,TRUE,"Lectionary Details for 15/10/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass From the Common of doctors of the Church or From the Common of virgins or From the Common of holy men and women [for religious] or From the Proper of the Season (Friday of the Twenty-eighth week in Ordinary Time) First Reading: Ephesians 1:11-14 Responsorial Psalm: Psalms 33:1-2, 4-5, 12-13 Gospel: Luke 12:1-7 or From this reading First Reading: Romans 8:22-27

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,16/10/2004,,,,TRUE,"Lectionary Details for 16/10/2004
Year: C/2 Colour: White   - Divine Office Week: 4
Readings for Mass First Reading: Ephesians 1:15-23 Responsorial Psalm: Psalms 8:2-3, 4-5, 6-7 Gospel: Luke 12:8-12 Saint Hedwig, religious - Optional Memorial Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season Saint Margaret Mary Alacoque, virgin - Optional Memorial Readings for Mass From the Common of virgins or From the Common of holy men and women [for religious] Especially First Reading: Ephesians 3:14-19 or From the Proper of the Season Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Twenty-ninth Sunday in Ordinary Time; Nineteenth Sunday after Trinity,17/10/2004,,,,TRUE,"Lectionary Details for 17/10/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 1
Readings for Mass First Reading: Exodus 17:8-13 Responsorial Psalm: Psalms 121:1-2, 3-4, 5-6, 7-8 Second Reading: Second Timothy 3:14--4:2 Gospel: Luke 18:1-8

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Luke, evangelist ",18/10/2004,,,,TRUE,"Lectionary Details for 18/10/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 1
Readings for Mass First Reading: Second Timothy 4:9-17 Responsorial Psalm: Psalms 145:10-11, 12-13, 17-18 Gospel: Luke 10:1-9

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Henry Martyn, Translator of the Scriptures, Missionary in India and Persia, 1812; Paul of the Cross, Priest",19/10/2004,,,,TRUE,"Lectionary Details for 19/10/2004
Year: C/2 Colour: White or Red  - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 2:12-22 Responsorial Psalm: Psalms 85:9-10, 11-12, 13-14 Gospel: Luke 12:35-38 Saint Paul of the Cross, priest - Optional Memorial Readings for Mass From the Common of pastors Especially First Reading: First Corinthians 1:18-25 or From the Common of holy men and women [for religious] or From the Proper of the Season 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Twenty-ninth week in Ordinary Time,20/10/2004,,,,TRUE,"Lectionary Details for 20/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 3:2-12 Responsorial Psalm: Isaiah 12:2-3, 4, 5-6 Gospel: Luke 12:39-48 

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Twenty-ninth week in Ordinary Time,21/10/2004,,,,TRUE,"Lectionary Details for 21/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 3:14-21 Responsorial Psalm: Psalms 33:1-2, 4-5, 11-12, 18-19 Gospel: Luke 12:49-53

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Twenty-ninth week in Ordinary Time,22/10/2004,,,,TRUE,"Lectionary Details for 22/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 4:1-6 Responsorial Psalm: Psalms 24:1-2, 3-4, 5-6 Gospel: Luke 12:54-59

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Capistrano, Priest",23/10/2004,,,,TRUE,"Lectionary Details for 23/10/2004
Year: C/2 Colour: White   - Divine Office Week: 1
Readings for Mass First Reading: Ephesians 4:7-16 Responsorial Psalm: Psalms 122:1-2, 3-4, 4-5 Gospel: Luke 13:1-9 Saint John of Capistrano, priest - Optional Memorial Readings for Mass From the Common of pastors [for missionaries] or From the Proper of the Season Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thirtieth Sunday in Ordinary Time; Last Sunday after Trinity; Twentieth Sunday after Trinity,24/10/2004,,,,TRUE,"Lectionary Details for 24/10/2004
Year: C/2 Colour: Green Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Sirach 35:12-14, 16-18 Responsorial Psalm: Psalms 34:2-3, 17-18, 19, 23 Second Reading: Second Timothy 4:6-8, 16-18 Gospel: Luke 18:9-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Crispin and Crispinian, Martyrs at Rome, 287",25/10/2004,,,,TRUE,"Lectionary Details for 25/10/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Ephesians 4:32--5:8 Responsorial Psalm: Psalms 1:1-2, 3, 4, 6 Gospel: Luke 13:10-17

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Alfred the Great, King of the West Saxons, 899; Chad and Cedd, Bishops",26/10/2004,,,,TRUE,"Lectionary Details for 26/10/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Ephesians 5:21-33 Responsorial Psalm: Psalms 128:1-2, 3, 4-5 Gospel: Luke 13:18-21

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of the Thirtieth week in Ordinary Time,27/10/2004,,,,TRUE,"Lectionary Details for 27/10/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Ephesians 6:1-9 Responsorial Psalm: Psalms 145:10-11, 12-13, 13-14 Gospel: Luke 13:22-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Simon and Jude, Apostles ",28/10/2004,,,,TRUE,"Lectionary Details for 28/10/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 2
Readings for Mass First Reading: Ephesians 2:19-22 Responsorial Psalm: Psalms 19:2-3, 4-5 Gospel: Luke 6:12-16

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"James Hannington, Bishop and Martyr, 1885",29/10/2004,,,,TRUE,"Lectionary Details for 29/10/2004
Year: C/2 Colour: Green   - Divine Office Week: 2
Readings for Mass First Reading: Philippians 1:1-11 Responsorial Psalm: Psalms 111:1-2, 3-4, 5-6 Gospel: Luke 14:1-6

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Our Lady on Saturday,30/10/2004,,,,TRUE,"Lectionary Details for 30/10/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Philippians 1:18-26 Responsorial Psalm: Psalms 42:2, 3, 5 Gospel: Luke 14:1, 7-11 Blessed Virgin Mary - Optional Memorial Readings for Mass From the Common of the Blessed Virgin Mary or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
All Saints,31/10/2004,,,,TRUE,"Lectionary Details for 31/10/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Revelation 7:2-4 9-14 Responsorial Psalm: 24:1-6 Second Reading: 1 John 3:1-3 Gospel: Matthew 5:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Thirty-first week in Ordinary Time,01/11/2004,,,,TRUE,"Lectionary Details for 01/11/2004
Year: C/2 Colour: Green   - Divine Office Week: 3
Readings for Mass First Reading: Philippians 2:1-4 Responsorial Psalm: 131 Gospel: Luke 14 12-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
