Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Saturday of the First week of Lent  (EMBER DAY),06/03/2004,,,,TRUE,"Lectionary Details for 06/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Deuteronomy 26:16-19 Responsorial Psalm: Psalms 119:1-2, 4-5, 7-8 Gospel: Matthew 5:43-48

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Second Sunday of Lent,07/03/2004,,,,TRUE,"Lectionary Details for 07/03/2004
Year: C/2 Colour: Purple  Creed - Divine Office Week: 2
Readings for Mass First Reading: Genesis 15:5-12, 17-18 Responsorial Psalm: Psalms 27:1, 7-8, 8-9, 13-14 Second Reading: Philippians 3:17--4:1 or 3:20--4:1 Gospel: Luke 9:28-36

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Edward King, Bishop of Lincoln, 1910; John of God, Religious; Felix, Bishop Apostle to the East Angles, 647; Geoffrey Studdert Kennedy, Priest, Poet, 1929",08/03/2004,,,,TRUE,"Lectionary Details for 08/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Daniel 9:4-10 Responsorial Psalm: Psalms 79:8, 9, 11, 13 Gospel: Luke 6:36-38 Saint John of God, religious - Commemoration Readings for Mass From the Common of holy men and women [for religious] Especially Gospel: Matthew 25:31-46 or From the Common of holy men and women [for those who worked for the disadvantaged] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Frances of Rome, Religious",09/03/2004,,,,TRUE,"Lectionary Details for 09/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 1:10, 16-20 Responsorial Psalm: Psalms 50:8-9, 16-17, 21, 23 Gospel: Matthew 23:1-12 Saint Frances of Rome, religious - Commemoration Readings for Mass From the Common of holy men and women or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Ogilvie, Priest, Martyr",10/03/2004,,,,TRUE,"Lectionary Details for 10/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 18:18-20 Responsorial Psalm: Psalms 31:5-6, 14, 15-16 Gospel: Matthew 20:17-28

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Second week of Lent,11/03/2004,,,,TRUE,"Lectionary Details for 11/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Jeremiah 17:5-10 Responsorial Psalm: Psalms 1:1-2, 3, 4, 6 Gospel: Luke 16:19-31

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of the Second week of Lent,12/03/2004,,,,TRUE,"Lectionary Details for 12/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Genesis 37:3-4, 12-13, 17-18 Responsorial Psalm: Psalms 105:16-17, 18-19, 20-21 Gospel: Matthew 21:33-43, 45-46

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of the Second week of Lent,13/03/2004,,,,TRUE,"Lectionary Details for 13/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Micah 7:14-15, 18-20 Responsorial Psalm: Psalms 103:1-2, 3-4, 9-10, 11-12 Gospel: Luke 15:1-3, 11-32

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Third Sunday of Lent,14/03/2004,,,,TRUE,"Lectionary Details for 14/03/2004
Year: C/2 Colour: Purple  Creed - Divine Office Week: 3
Readings for Mass First Reading: Exodus 3:1-8, 13-15 Responsorial Psalm: Psalms 103:1-2, 3-4, 6-7, 8, 11 Second Reading: First Corinthians 10:1-6, 10-12 Gospel: Luke 13:1-9

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Third week of Lent,15/03/2004,,,,TRUE,"Lectionary Details for 15/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 3
Readings for Mass First Reading: Second Kings 5:1-15 Responsorial Psalm: Psalms 42:2, 3; 43:3, 4 Gospel: Luke 4:24-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Third week of Lent,16/03/2004,,,,TRUE,"Lectionary Details for 16/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 3
Readings for Mass First Reading: Daniel 3:25, 34-43 Responsorial Psalm: Psalms 25:4-5, 6-7, 8-9 Gospel: Matthew 18:21-35

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Patrick, Bishop, Missionary, Patron of Ireland, 460",17/03/2004,,,,TRUE,"Lectionary Details for 17/03/2004
Year: C/2 Colour: White Gloria Creed (only in Ireland) - Divine Office Week: 3
Readings for Mass First Reading: Deuteronomy 4:1, 5-9 Responsorial Psalm: Psalms 147:12-13, 15-16, 19-20 Gospel: Matthew 5:17-19 Saint Patrick, bishop - Commemoration Readings for Mass From the Common of pastors [for missionaries] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Cyril of Jerusalem, Bishop and Doctor, 386",18/03/2004,,,,TRUE,"Lectionary Details for 18/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 3
Readings for Mass First Reading: Jeremiah 7:23-28 Responsorial Psalm: Psalms 95:1-2, 6-7, 8-9 Gospel: Luke 11:14-23 Saint Cyril of Jerusalem, bishop and doctor - Commemoration Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
" Joseph, Husband of Mary",19/03/2004,,,,TRUE,"Lectionary Details for 19/03/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Second Samuel 7:4-5, 12-14, 16 Responsorial Psalm: Psalms 89:2-3, 4-5, 27, 29 Second Reading: Romans 4:13, 16-18, 22 Gospel: Matthew 1:16, 18-21, 24, or Luke 2:41-51

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Cuthbert, Bishop of Lindisfarne, Missionary, 687",20/03/2004,,,,TRUE,"Lectionary Details for 20/03/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Hosea 6:1-6 Responsorial Psalm: Psalms 51:3-4, 18-19, 20-21 Gospel: Luke 18:9-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Fourth Sunday of Lent (MOTHERING SUNDAY),21/03/2004,,,,TRUE,"Lectionary Details for 21/03/2004
Year: C/2 Colour: Purple  Creed - Divine Office Week: 4
Readings for Mass First Reading: Joshua 5:9, 10-12 Responsorial Psalm: Psalms 34:2-3, 4-5, 6-7 Second Reading: Second Corinthians 5:17-21 Gospel: Luke 15:1-3, 11-32

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Fourth week of Lent,22/03/2004,,,,TRUE,"Lectionary Details for 22/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 4
Readings for Mass First Reading: Isaiah 65:17-21 Responsorial Psalm: Psalms 30:2, 4, 5-6, 11-13 Gospel: John 4:43-54

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Turibus of Mongrovejo, Bishop",23/03/2004,,,,TRUE,"Lectionary Details for 23/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 4
Readings for Mass First Reading: Ezekiel 47:1-9, 12 Responsorial Psalm: Psalms 46:2-3, 5-6, 8-9 Gospel: John 5:1-3, 5-16 Saint Turibius de Mongrovejo, bishop - Commemoration Readings for Mass From the Common of pastors or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Walter Hilton, Religious, 1396; Oscar Romero, Archbishop of Salvador, 1980",24/03/2004,,,,TRUE,"Lectionary Details for 24/03/2004
Year: C/2 Colour: Red   - Divine Office Week: 4
Readings for Mass First Reading: Isaiah 49:8-15 Responsorial Psalm: Psalms 145:8-9, 13-14, 17-18 Gospel: John 5:17-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Annunciation of the Lord,25/03/2004,,,,TRUE,"Lectionary Details for 25/03/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 4
Readings for Mass First Reading: Isaiah 7:10-14 Responsorial Psalm: Psalms 40:7-8, 8-9, 10, 11 Second Reading: Hebrews 10:4-10 Gospel: Luke 1:26-38

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Harriet Monsell, Founder of the Community of St John the Baptist, Clewer, 1883",26/03/2004,,,,TRUE,"Lectionary Details for 26/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 4
Readings for Mass First Reading: Wisdom 2:1, 12-22 Responsorial Psalm: Psalms 34:17-18, 19-20, 21, 23 Gospel: John 7:1-2, 10, 25-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of the Fourth week of Lent,27/03/2004,,,,TRUE,"Lectionary Details for 27/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 4
Readings for Mass First Reading: Jeremiah 11:18-20 Responsorial Psalm: Psalms 7:2-3, 9-10, 11-12 Gospel: John 7:40-53

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Fifth Sunday of Lent,28/03/2004,,,,TRUE,"Lectionary Details for 28/03/2004
Year: C/2 Colour: Purple  Creed - Divine Office Week: 1
Readings for Mass First Reading: Isaiah 43:16-21 Responsorial Psalm: Psalms 126:1-2, 2-3, 4-5, 6 Second Reading: Philippians 3:8-14 Gospel: John 8:1-11

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of the Fifth week of Lent,29/03/2004,,,,TRUE,"Lectionary Details for 29/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Daniel 13:1-9, 15-17, 19-30, 33-62 or 13:41-62 Responsorial Psalm: Psalms 23:1-3, 3-4, 5, 6 Gospel: John 8:12-20

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of the Fifth week of Lent,30/03/2004,,,,TRUE,"Lectionary Details for 30/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Numbers 21:4-9 Responsorial Psalm: Psalms 102:2-3, 16-18, 19-21 Gospel: John 8:21-30

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"John Donne, Priest, Poet, 1631",31/03/2004,,,,TRUE,"Lectionary Details for 31/03/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Daniel 3:14-20, 91-92, 95 Responsorial Psalm: Daniel 3:52, 53, 54, 55, 56 Gospel: John 8:31-42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Frederick Denison Maurice, Priest, Teacher, 1872",01/04/2004,,,,TRUE,"Lectionary Details for 01/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Genesis 17:3-9 Responsorial Psalm: Psalms 105:4-5, 6-7, 8-9 Gospel: John 8:51-59

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Francis de Paola, Hermit",02/04/2004,,,,TRUE,"Lectionary Details for 02/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Jeremiah 20:10-13 Responsorial Psalm: Psalms 18:2-3, 3-4, 5-6, 7 Gospel: John 10:31-42 Saint Francis of Paola, hermit - Commemoration Readings for Mass From the Common of holy men and women [for religious] or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Richard, Bishop of Chichester, 1253",03/04/2004,,,,TRUE,"Lectionary Details for 03/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 1
Readings for Mass First Reading: Ezekiel 37:21-28 Responsorial Psalm: Jeremiah 31:10, 11-12, 13 Gospel: John 11:45-57

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Passion (Palm) Sunday,04/04/2004,,,,TRUE,"Lectionary Details for 04/04/2004
Year: C/2 Colour: Red  Creed - Divine Office Week: 2
Readings for the Entrance The Procession Gospel: Luke 19:28-40 Psalm 24 Psalm 47 or The Solemn Entrance Gospel: Luke 19:28-40 or The Simple Entrance Readings for Mass First Reading: Isaiah 50:4-7 Responsorial Psalm: Psalms 22:8-9, 17-18, 19-20, 23-24 Second Reading: Philippians 2:6-11 Gospel: Luke 22:14--23:56 or 23:1-49

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of Holy Week,05/04/2004,,,,TRUE,"Lectionary Details for 05/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 42:1-7 Responsorial Psalm: Psalms 27:1, 2, 3, 13-14 Gospel: John 12:1-11

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of Holy Week,06/04/2004,,,,TRUE,"Lectionary Details for 06/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
Readings for Mass First Reading: Isaiah 49:1-6 Responsorial Psalm: Psalms 71:1-2, 3-4, 5-6, 15, 17 Gospel: John 13:21-33, 36-38

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday in Holy Week,07/04/2004,,,,TRUE,"Lectionary Details for 07/04/2004
Year: C/2 Colour: Purple   - Divine Office Week: 2
First Reading: Isaiah 50:4-9 Responsorial Psalm: Psalms 69:8-10, 21-22, 31, 33-34 Gospel: Matthew 26:14-25

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Holy Thursday,08/04/2004,,,,TRUE,"Lectionary Details for 08/04/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Chrism Mass: First Reading: Isaiah 61:1-3, 6, 8-9 Responsorial Psalm: Psalms 89:21-22, 25, 27 Second Reading: Revelation 1:5-8 Gospel: Luke 4:16-21 Evening Mass of the Lord's Supper First Reading: Exodus 12:1-8, 11-14 Responsorial Psalm: Psalms 116:12-13, 15-16, 17-18 Second Reading: First Corinthians 11:23-26 Gospel: John 13:1-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Good Friday No Daily Mass Celebrated ,09/04/2004,,,,TRUE,"Lectionary Details for 09/04/2004
Year: C/2 Colour: Red   - Divine Office Week: PROPER
Celebration of the Lord's Passion First Reading: Isaiah 52:13--53:12 Responsorial Psalm: Psalms 31:2, 6, 12-13, 15-16, 17, 25 Second Reading: Hebrews 4:14-16; 5:7-9 Gospel: John 18:1--19:42

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Holy Saturday No Daily Mass Celebrated,10/04/2004,,,,TRUE,"Lectionary Details for 10/04/2004
Year: C/2 Colour: Vigil: White Vigil: Gloria Vigil: Creed - Divine Office Week: PROPER
Readings for Vigil Mass for Easter Sunday First Reading: Genesis 1:1--2:2 or 1:1, 26-31 Responsorial Psalm: Psalms 104:1-2, 5-6, 10, 12, 13-14, 24, 35, or Psalms 33:4-5, 6-7, 12-13, 20-22 Second Reading: Genesis 22:1-18 or 22:1-2, 9, 10-13, 15-18 Responsorial Psalm: Psalms 16:5, 8, 9-10, 11 Third Reading: Exodus 14:15--15:1 Responsorial Psalm: Exodus 15:1-2, 3-4, 5-6, 17-18 Fourth Reading: Isaiah 54:5-14 Responsorial Psalm: Psalms 30:2, 4, 5-6, 11-12, 13 Fifth Reading: Isaiah 55:1-11 Responsorial Psalm: Isaiah 12:2-3, 4, 5-6 Sixth Reading: Baruch 3:9-15, 32--4:4 Responsorial Psalm: Psalms 19:8, 9, 10, 11 Seventh Reading: Ezekiel 36:16-28 Responsorial Psalm: Psalms 42:3, 5; 43:3, 4, or Isaiah 12:2-3, 4, 5-6, or Psalms 51:12-13, 14-15, 18-19 Epistle: Romans 6:3-11 Responsorial Psalm: Psalms 118:1-2, 16, 17, 22-23 Gospel: Luke 24:1-12

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Easter Sunday,11/04/2004,,,,TRUE,"Lectionary Details for 11/04/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 10:34, 37-43 Responsorial Psalm: Psalms 118:1-2, 16-17, 22-23 Second Reading: Colossians 3:1-4, or First Corinthians 5:6-8 Gospel: John 20:1-9

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Monday of Easter Week,12/04/2004,,,,TRUE,"Lectionary Details for 12/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 2:14, 22-32 Responsorial Psalm: Psalms 16:1-2, 5, 7-8, 9-10, 11 Gospel: Matthew 28:8-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Tuesday of Easter Week,13/04/2004,,,,TRUE,"Lectionary Details for 13/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 2:36-41 Responsorial Psalm: Psalms 33:4-5, 18-19, 20, 22 Gospel: John 20:11-18

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Wednesday of Easter Week,14/04/2004,,,,TRUE,"Lectionary Details for 14/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 3:1-10 Responsorial Psalm: Psalms 105:1-2, 3-4, 6-7, 8-9 Gospel: Luke 24:13-35

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of Easter Week,15/04/2004,,,,TRUE,"Lectionary Details for 15/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 3:11-26 Responsorial Psalm: Psalms 8:2, 5, 6-7, 8-9 Gospel: Luke 24:35-48

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Friday of Easter Week,16/04/2004,,,,TRUE,"Lectionary Details for 16/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 4:1-12 Responsorial Psalm: Psalms 118:1-2, 4, 22-24, 25-27 Gospel: John 21:1-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Saturday of Easter Week,17/04/2004,,,,TRUE,"Lectionary Details for 17/04/2004
Year: C/2 Colour: White Gloria  - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 4:13-21 Responsorial Psalm: Psalms 118:1, 14-15, 16-18, 19-21 Gospel: Mark 16:9-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Second Sunday of Easter; First Sunday after Easter,18/04/2004,,,,TRUE,"Lectionary Details for 18/04/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: PROPER
Readings for Mass First Reading: Acts 5:12-16 Responsorial Psalm: Psalms 118:2-4, 13-15, 22-24 Second Reading: Revelation 1:9-11, 12-13, 17-19 Gospel: John 20:19-31

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Alphege, Archbishop of Canterbury and Martyr, 1012",19/04/2004,,,,TRUE,"Lectionary Details for 19/04/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Acts 4:23-31 Responsorial Psalm: Psalms 2:1-3, 4-6, 7-9 Gospel: John 3:1-8

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Beuno, Abbot",20/04/2004,,,,TRUE,"Lectionary Details for 20/04/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 4:32-37 Responsorial Psalm: Psalms 93:1, 1-2, 5 Gospel: John 3:7-15

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Anselm, Abbot of le Bec, Archbishop of Canterbury, Doctor, 1109",21/04/2004,,,,TRUE,"Lectionary Details for 21/04/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 5:17-26 Responsorial Psalm: Psalms 34:2-3, 4-5, 6-7, 8-9 Gospel: John 3:16-21 Saint Anselm, bishop and doctor - Optional Memorial Readings for Mass From the Common of pastors or From the Common of doctors of the Church or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Thursday of the Second week of Easter,22/04/2004,,,,TRUE,"Lectionary Details for 22/04/2004
Year: C/2 Colour: White   - Divine Office Week: 2
Readings for Mass First Reading: Acts 5:27-33 Responsorial Psalm: Psalms 34:2, 9, 17-18, 19-20 Gospel: John 3:31-36

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"George, Martyr, Patron of England 304",23/04/2004,,,,TRUE,"Lectionary Details for 23/04/2004
Year: C/2 Colour: Red Gloria Creed - Divine Office Week: 2
Readings for Mass First Reading: Acts 5:34-42 Responsorial Psalm: Psalms 27:1, 4, 13-14 Gospel: John 6:1-15 Saint George, martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Adalbert, Bishop and Martyr; Fidelis of Sigmaringen, Priest and Martyr; Mellitus, Bishop",24/04/2004,,,,TRUE,"Lectionary Details for 24/04/2004
Year: C/2 Colour: Red   - Divine Office Week: 2
Readings for Mass First Reading: Acts 6:1-7 Responsorial Psalm: Psalms 33:1-2, 4-5, 18-19 Gospel: John 6:16-21 Saint Fidelis of Sigmaringen, priest and martyr - Optional Memorial Readings for Mass From the Common of martyrs or From the Common of pastors or From the Proper of the Season

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
Third Sunday of Easter; Second Sunday after Easter,25/04/2004,,,,TRUE,"Lectionary Details for 25/04/2004
Year: C/2 Colour: White Gloria Creed - Divine Office Week: 3
Readings for Mass First Reading: Acts 5:27-32, 40-41 Responsorial Psalm: Psalms 30:2, 4, 5-6, 11-12, 13 Second Reading: Revelation 5:11-14 Gospel: John 21:1-19 or 21:1-14

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Mark, Evangelist ",26/04/2004,,,,TRUE,"Lectionary Details for 26/04/2004
Year: C/2 Colour: Red Gloria  - Divine Office Week: 3
Readings for Mass First Reading: Acts 6:8-15 Responsorial Psalm: Psalms 119:23-24, 26-27, 29-30 Gospel: John 6:22-29 or if Mark is kept this year: First Reading: Proverbs 15:28-33 or Acts 15:35-41 Responsorial Psalm: Psalm 119:9-16  Second Reading: Ephesians 4:7-16  Gospel: Mark 13:5-13

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
"Christina Rosetti, Poet, 1894",27/04/2004,,,,TRUE,"Lectionary Details for 27/04/2004
Year: C/2 Colour: White   - Divine Office Week: 3
Readings for Mass First Reading: Acts 7:51--8:1 Responsorial Psalm: Psalms 31:3-4, 6, 7, 8, 17, 21 Gospel: John 6:30-35

lectionary compiled from various sources by Fr. Simon Rundell, Parish of the Holy Spirit, Southsea, released as prayerware, please pray for us. http://www.hlyspirit.org.uk/cms/index.php",3
