Subject,Start Date,Start Time,End Date,End Time,All day event,Reminder on/off,Reminder Date,Reminder Time,Meeting Organizer,Required Attendees,Optional Attendees,Meeting Resources,Billing Information,Categories,Description,Location,Mileage,Priority,Private,Sensitivity,Show time as
"Moluag of Lismore,  Bishop,  c:592 [6] White",25/06/2008,00:00:00,26/06/2008,00:00:00,TRUE,FALSE,24/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 22:8-13; 23:1-3
Psalm 119:33-40
Matthew 7:15-20

Daily Prayer
Numbers 16:36-50
Romans 4:13-25
Matthew 20:1-16
",,,Normal,,Normal,3
"Romansbert Leighton,  Bishop,  1684 [6] White",26/06/2008,00:00:00,27/06/2008,00:00:00,TRUE,FALSE,25/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 24:8-17
Psalm 79
Matthew 7:21-29

Daily Prayer
Numbers 17:1-11
Romans 5:1-11
Matthew 20:17-28
",,,Normal,,Normal,3
"Alexander Jolly,  Bishop,  1838 [6] White",27/06/2008,00:00:00,28/06/2008,00:00:00,TRUE,FALSE,26/06/2008,23:45:00,,,,,,,"Daily Eucharist
2 Kings 25:1-12
Psalm 137:1-6
Matthew 8:1-4

Daily Prayer
Numbers 20:1-13
Romans 5:12-21
Matthew 20:29-34
",,,Normal,,Normal,3
"Irenaeus of Lyons,  Bishop and Teacher of the Faith,  202 [6] White",28/06/2008,00:00:00,29/06/2008,00:00:00,TRUE,FALSE,27/06/2008,23:45:00,,,,,,,"Daily Eucharist
Lamentations 2:2, 10-14, 18-19
Psalm 74:1-8, 17-20
Matthew 8:5-17

Daily Prayer
Numbers 20:14-29
Romans 6:1-11
Matthew 21:1-11
",,,Normal,,Normal,3
Pentecost 7 [3] Green / SPB Trinity 6,29/06/2008,00:00:00,30/06/2008,00:00:00,TRUE,FALSE,28/06/2008,23:45:00,,,,,,,"Week of Proper 13

Eucharist

Continuous
Genesis 22:1-14
Psalm 13
Romans 6:12-23
Matthew 10:40-42

Thematic
Jeremiah 28:5-9
Psalm 89:1-4, 15-18
Romans 6:12-23
Matthew 10:40-42

Daily Prayer
Jeremiah 11:1-14
Acts 27:33-44
Luke 9:51-62
",,,Normal,,Normal,3
"Peter,  Apostle or Peter and Paul,  Apostles [4] Red",30/06/2008,00:00:00,01/07/2008,00:00:00,TRUE,FALSE,29/06/2008,23:45:00,,,,,,,"Peter,  Apostle
Eucharist
Ezekiel 3:4-11 or 3:22-27
Psalm 125
1 Peter 2:19-25
Matthew 16:13-19

Daily Prayer
Morning:
Ezekiel 2:1-7
Acts 9:32:43

Evening:
Ezekiel 34:11-16
John 21:15-22


Peter and Paul
Eucharist
Ezekiel 3:11-16 or Zechariah 4:1-6a, 10-14
Psalm 125
2 Timothy 4: (1-5) 6-8, 17-18
John 21:15-19 or Matthew 16:13-19

Daily Prayer
Morning:
Ezekiel 2:1-7
Acts 11:1-18

Evening:
Isaiah 49:1-6
Galatians 2:1-9

",,,Normal,,Normal,3
"Serf,  Bishop,  c:550 [6] White",01/07/2008,00:00:00,02/07/2008,00:00:00,TRUE,FALSE,30/06/2008,23:45:00,,,,,,,"Daily Eucharist
Amos 3:1-8; 4:11-12
Psalm 5
Matthew 8:23-27

Daily Prayer
Numbers 22:21-38
Romans 7:1-12
Matthew 21:23-32
",,,Normal,,Normal,3
Wednesday of Pentecost 7,02/07/2008,00:00:00,03/07/2008,00:00:00,TRUE,FALSE,01/07/2008,23:45:00,,,,,,,"Daily Eucharist
Amos 5:14-15, 21-24
Psalm 50:7-15
Matthew 8:28-34

Daily Prayer
Numbers 22:41-23:12
",,,Normal,,Normal,3
"Thomas,  Apostle [4] Red (if not kept on 21 December) ",03/07/2008,00:00:00,04/07/2008,00:00:00,TRUE,FALSE,02/07/2008,23:45:00,,,,,,,"Eucharist
Habakkuk 2:1-4
Psalm 31:1-6
Hebrews 10:35-11:1 or Ephesians 2:19-22
John 20:24-29

Daily Prayer
Morning:
Job 42:1-6
1 Peter 1:3-9

Evening:
Isaiah 43:8-13
John 14:1-7
",,,Normal,,Normal,3
Friday of Pentecost 7,04/07/2008,00:00:00,05/07/2008,00:00:00,TRUE,FALSE,03/07/2008,23:45:00,,,,,,,"Daily Eucharist
Amos 8:4-6, 9-12
Psalm 119:1-8
Matthew 9:9-13

Daily Prayer
Numbers 24:1-13
Romans 8:12-17
Matthew 22:15-22
",,,Normal,,Normal,3
Saturday of Pentecost 7,05/07/2008,00:00:00,06/07/2008,00:00:00,TRUE,FALSE,04/07/2008,23:45:00,,,,,,,"Daily Eucharist
Amos 9:11-15
Psalm 85:7-13
Matthew 9:14-17

Daily Prayer
Numbers 24:12-25
Romans 8:18-25
Matthew 22:23-40
",,,Normal,,Normal,3
Pentecost 8 [3] Green / SPB Trinity 7,06/07/2008,00:00:00,07/07/2008,00:00:00,TRUE,FALSE,05/07/2008,23:45:00,,,,,,,"Week of Proper 14

Eucharist

Continuous
Genesis 24:34-38, 42-49, 58-67
Psalm 45:11-18 or Song of Solomon 2:8-13
Romans 7:15-25a
Matthew 11:16-19, 25-30

Thematic
Zechariah 9:9-12
Psalm 145:8-15
Romans 7:15-25a
Matthew 11:16-19, 25-30

Daily Prayer
Jeremiah 20:1-11a
Acts 28:1-16
Luke 10:1-11, 16-20
",,,Normal,,Normal,3
"Palladius,  Bishop,  c:450 [6] White (translated from 6 July) ",07/07/2008,00:00:00,08/07/2008,00:00:00,TRUE,FALSE,06/07/2008,23:45:00,,,,,,,"Daily Eucharist
Hosea 2:16-23
Psalm 145:1-9
Matthew 9:18-26

Daily Prayer
Numbers 27:12-23
Romans 8:26-30
Matthew 23:1-12
",,,Normal,,Normal,3
Tuesday of Pentecost 8,08/07/2008,00:00:00,09/07/2008,00:00:00,TRUE,FALSE,07/07/2008,23:45:00,,,,,,,"Daily Eucharist
Hosea 8:4-7, 11-13
Psalm 115:1-10
Matthew 9:32-38

Daily Prayer
Numbers 32:1-6, 16-27
Romans 8:31-39
Matthew 23:13-26
",,,Normal,,Normal,3
Wednesday of Pentecost 8,09/07/2008,00:00:00,10/07/2008,00:00:00,TRUE,FALSE,08/07/2008,23:45:00,,,,,,,"Daily Eucharist
Hosea 10:1-3, 7-8, 12
Psalm 105:1-7
Matthew 10:1-7

Daily Prayer
Numbers 35:1-3, 9-15, 30-34
Romans 9:1-18
Matthew 23:27-39
",,,Normal,,Normal,3
Thursday of Pentecost 8,10/07/2008,00:00:00,11/07/2008,00:00:00,TRUE,FALSE,09/07/2008,23:45:00,,,,,,,"Daily Eucharist
Hosea 11:1-9
Psalm 80:1-7
Matthew 10:7-15

Daily Prayer
Deuteronomy 1:1-18
Romans 9:19-33
Matthew 24:1-14
",,,Normal,,Normal,3
"Benedict of Numbersrsia,  Abbot,  c:550 [6] White",11/07/2008,00:00:00,12/07/2008,00:00:00,TRUE,FALSE,10/07/2008,23:45:00,,,,,,,"Daily Eucharist
Hosea 14:1-9
Psalm 51:1-12
Matthew 10:16-23

Daily Prayer
Deuteronomy 3:18-28
Romans 10:1-13
Matthew 24:15-31
",,,Normal,,Normal,3
"Drostan of Deer,  Abbot,  c:600 [6] White",12/07/2008,00:00:00,13/07/2008,00:00:00,TRUE,FALSE,11/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 6:1-8
Psalm 93
Matthew 10:24-33

Daily Prayer
Deuteronomy 31:7-13; 34:1-12
Romans 10:14-21
Matthew 24:32-51
",,,Normal,,Normal,3
Pentecost 9 [3] Green / SPB Trinity 8,13/07/2008,00:00:00,14/07/2008,00:00:00,TRUE,FALSE,12/07/2008,23:45:00,,,,,,,"Week of Proper 15

Eucharist

Continuous
Genesis 25:19-34
Psalm 119:105-112
Romans 8:1-11
Matthew 13:1-9, 18-23

Thematic
Isaiah 55:10-13
Psalm 65: (1-8) 9-14
Romans 8:1-11
Matthew 13:1-9, 18-23

Daily Prayer
Job 4:1; 5:6-27 or Sirach 4:11-31
Acts 28:17-30
Luke 10:25-37

",,,Normal,,Normal,3
Monday of Pentecost 9,14/07/2008,00:00:00,15/07/2008,00:00:00,TRUE,FALSE,13/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 1:10-17
Psalm 50:7-15
Matthew 10:34-11:1

Daily Prayer
Joshua 2:1-14
Romans 11:1-12
Matthew 25:1-13
",,,Normal,,Normal,3
Tuesday of Pentecost 9,15/07/2008,00:00:00,16/07/2008,00:00:00,TRUE,FALSE,14/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 7:1-9
Psalm 48
Matthew 11:20-24

Daily Prayer
Joshua 2:15-24
Romans 11:13-24
Matthew 25:14-30
",,,Normal,,Normal,3
Wednesday of Pentecost 9,16/07/2008,00:00:00,17/07/2008,00:00:00,TRUE,FALSE,15/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 10:5-7, 13-16
Psalm 94:5-15
Matthew 11:25-27

Daily Prayer
Joshua 3:1-13
Romans 11:25-36
Matthew 25:31-46
",,,Normal,,Normal,3
Thursday of Pentecost 9,17/07/2008,00:00:00,18/07/2008,00:00:00,TRUE,FALSE,16/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 26:7-9, 12, 16-19
Psalm 102:12-22
Matthew 11:28-30

Daily Prayer
Joshua 3:14-4:7
Romans 12:1-8
Matthew 26:1-16
",,,Normal,,Normal,3
Friday of Pentecost 9,18/07/2008,00:00:00,19/07/2008,00:00:00,TRUE,FALSE,17/07/2008,23:45:00,,,,,,,"Daily Eucharist
Isaiah 38:1-6, 21
Psalm 6
Matthew 12:1-8

Daily Prayer
Joshua 4:19-5:1, 10-15
Romans 12:9-21
Matthew 26:17-25
",,,Normal,,Normal,3
Saturday of Pentecost 9,19/07/2008,00:00:00,20/07/2008,00:00:00,TRUE,FALSE,18/07/2008,23:45:00,,,,,,,"Daily Eucharist
Micah 2:1-5
Psalm 10:1-9, 18-19
Matthew 12:14-21

Daily Prayer
Joshua 6:1-14
Romans 13:1-7
Matthew 26:26-35
",,,Normal,,Normal,3
Pentecost 10 [3] Green / SPB Trinity 9,20/07/2008,00:00:00,21/07/2008,00:00:00,TRUE,FALSE,19/07/2008,23:45:00,,,,,,,"Week of Proper 16

Eucharist

Continuous
Genesis 28:10-19a
Psalm 139:1-11, 22-23
Romans 8:12-25
Matthew 13:24-30, 36-43

Thematic
Isaiah 44:6-8 or Wisdom of Solomon 12:13, 16-19
Psalm 86:11-17
Romans 8:12-25
Matthew 13:24-30, 36-43

Daily Prayer
Job 13:13-14:6 or Sirach 18:1-14 
Hebrews 2:5-18
Luke 10:38-42
",,,Normal,,Normal,3
"William Wilberforce,  1833 [6] White",21/07/2008,00:00:00,22/07/2008,00:00:00,TRUE,FALSE,20/07/2008,23:45:00,,,,,,,"Daily Eucharist
Micah 6:1-8
Psalm 50:5-15
Matthew 12:38-42

Daily Prayer
Joshua 7:1-13
Romans 13:8-14
Matthew 26:36-46
",,,Normal,,Normal,3
Mary Magdalene [4] White,22/07/2008,00:00:00,23/07/2008,00:00:00,TRUE,FALSE,21/07/2008,23:45:00,,,,,,,"Eucharist
Judith 9:1, 11-14 or Song of Solomon 3:1-4
Psalm 42:1-7
2 Corinthians 5:14-17
John 20:1-2, 11-18

Daily Prayer
Morning:
Zephaniah 3:14-20
Mark 15:37-16:7

Evening:
Exodus 15:19-21
2 Corinthians 1:3-7
",,,Normal,,Normal,3
Wednesday of Pentecost 10,23/07/2008,00:00:00,24/07/2008,00:00:00,TRUE,FALSE,22/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 1:1, 4-10
Psalm 71:1-6, 15-17
Matthew 13:1-9

Daily Prayer
Joshua 8:30-35
Romans 14:13-23
Matthew 26:57-68
",,,Normal,,Normal,3
Thursday of Pentecost 10,24/07/2008,00:00:00,25/07/2008,00:00:00,TRUE,FALSE,23/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 2:1-3, 7-13
Psalm 36:5-10
Matthew 13:10-17

Daily Prayer
Joshua 9:3-21
Romans 15:1-13
Matthew 26:69-75
",,,Normal,,Normal,3
"James,  Apostle [4] Red",25/07/2008,00:00:00,26/07/2008,00:00:00,TRUE,FALSE,24/07/2008,23:45:00,,,,,,,"Eucharist
Jeremiah 45:1-5
Psalm 7:1-10 or 126
Acts 11:27-12:2 (3) 
Matthew 20:20-28

Daily Prayer
Morning:
Jeremiah 16:14-21
Ml 1:14-20

Evening:
Jeremiah 26:1-15
Matthew 10:16-32
",,,Normal,,Normal,3
"Anne and Joachim,  Parents of Mary,  Mother of the Lord [6] White",26/07/2008,00:00:00,27/07/2008,00:00:00,TRUE,FALSE,25/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 7:1-11
Psalm 84
Matthew 13:24-30

Daily Prayer
Joshua 23:1-16
Romans 15:25-33
Matthew 27:11-23
",,,Normal,,Normal,3
Pentecost 11 [3] Green / SPB Trinity 10,27/07/2008,00:00:00,28/07/2008,00:00:00,TRUE,FALSE,26/07/2008,23:45:00,,,,,,,"Week of Proper 17

Eucharist

Continuous
Genesis 29:15-28
Psalm 105:1-11, (45b) or 128
Romans 8:26-39
Matthew 13:31-33, 44-52

Thematic
1 Kings 3:5-12
Psalm 119:129-136
Romans 8:26-39
Matthew 13:31-33, 44-52

Daily Prayer
Job 19:1-27a or Sirach 38:24-34
Hebrews 8:1-13
Luke 11:1-13

",,,Normal,,Normal,3
Monday of Pentecost 11,28/07/2008,00:00:00,29/07/2008,00:00:00,TRUE,FALSE,27/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 13:1-11
Psalm 95
Matthew 13:31-35

Daily Prayer
Joshua 24:16-33
Romans 16:1-16
Matthew 27:24-31
",,,Normal,,Normal,3
Martha and Mary of Bethany [6] White,29/07/2008,00:00:00,30/07/2008,00:00:00,TRUE,FALSE,28/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 14:17-22
Psalm 79:9-13
Matthew 13:36-43

Daily Prayer
Judges 2:1-5, 11-23
Romans 16:17-27
Matthew 27:32-44
",,,Normal,,Normal,3
"Silas,  Companion of Saint Paul [6] White",30/07/2008,00:00:00,31/07/2008,00:00:00,TRUE,FALSE,29/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 15:10, 15-21
Psalm 59:1-4, 18-20
Matthew 13:44-46

Daily Prayer
Judges 3:12-30
Acts 1:1-14
Matthew 27:45-54
",,,Normal,,Normal,3
"Ignatius Loyola,  Priest and Religious,  1556 [6] White",31/07/2008,00:00:00,01/08/2008,00:00:00,TRUE,FALSE,30/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 18:1-6
Psalm 146:1-5
Matthew 13:47-53

Daily Prayer
Judges 4:4-23
Acts 1:15-26
Matthew 27:55-66
",,,Normal,,Normal,3
Friday of Pentecost 11,01/08/2008,00:00:00,02/08/2008,00:00:00,TRUE,FALSE,31/07/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 26:1-9
Psalm 69:1-9, 14-15
Matthew 13:54-58

Daily Prayer
Judges 5:1-18
Acts 2:1-21
Matthew 28:1-10
",,,Normal,,Normal,3
Saturday of Pentecost 11,02/08/2008,00:00:00,03/08/2008,00:00:00,TRUE,FALSE,01/08/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 26:11-16, 24
Psalm 69:16-17, 31-35
Matthew 14:1-12

Daily Prayer
Judges 5:19031
Acts 2:22-36
Matthew 28:11-20
",,,Normal,,Normal,3
Pentecost 12 [3] Green / SPB Trinity 11,03/08/2008,00:00:00,04/08/2008,00:00:00,TRUE,FALSE,02/08/2008,23:45:00,,,,,,,"Week of Proper 18

Eucharist

Continuous
Genesis 32:22-31
Psalm 17:1-7, 16
Romans 9:1-5
Matthew 14:13-21

Thematic
Isaiah 55:1-5
Psalm 145:8-9, 15-22
Romans 9:1-5
Matthew 14:13-21

Daily Prayer
Job 28: (1-11) 12-28 or Sirach 42:15-25
Hebrews 11:17-31
Luke 12:13-21
",,,Normal,,Normal,3
Monday of Pentecost 12,04/08/2008,00:00:00,05/08/2008,00:00:00,TRUE,FALSE,03/08/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 28:1-17
Psalm 119:89-96
Matthew 14:13-21

Daily Prayer
Judges 6:25-40
Acts 2:37-47
John 1:1-18 
",,,Normal,,Normal,3
"Oswald of Northumbria,  Martyr,  642 [6] Red",05/08/2008,00:00:00,06/08/2008,00:00:00,TRUE,FALSE,04/08/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 30:1-2, 12-22
Psalm 102:16-22
Matthew 14:22-36 

Daily Prayer
Judges 7:1-18
Acts 3:1-11
John 1:19-28 

or Evening: before The Transfiguration of the Lord
1 Kings 19:1-12
2 Corinthiansor 3:1-9, 18
",,,Normal,,Normal,3
THEvening: TRANSFIGURATION OF THEvening: LORD [2] White,06/08/2008,00:00:00,07/08/2008,00:00:00,TRUE,FALSE,05/08/2008,23:45:00,,,,,,,"Eucharist
Daniel 7:9-10, 13-14
Psalm 97 or 99
2 Peter 1:16-19
Luke 9:28-36

Morning:
Exodus 24:12-18
2 Corinthians 4:1-6

Evening:
Daniel 7:9-10, 13-14 or Exodus 3:1-15
John 12:27-36a
",,,Normal,,Normal,3
"Boisil,  Prior of Melrose,  c:642 [6] White",07/08/2008,00:00:00,08/08/2008,00:00:00,TRUE,FALSE,06/08/2008,23:45:00,,,,,,,"Daily Eucharist
Jeremiah 31:31-34
Psalm 51:11-18
Matthew 16:13-23

Daily Prayer
Judges 8:22-35
Acts 4:1-12
John 1:43-51 
",,,Normal,,Normal,3
"Dominic,  Priest and Friar,  1221 [6] White",08/08/2008,00:00:00,09/08/2008,00:00:00,TRUE,FALSE,07/08/2008,23:45:00,,,,,,,"Daily Eucharist
Nahum 1:15; 2:2; 3:1-3, 6-7
Psalm 124
Matthew 16:24-28 

Daily Prayer
Judges 9:1-16, 19-21
Acts 4:13-31
John 2:1-12 
",,,Normal,,Normal,3
"John Mason Neale,  Priest,  1886 [6] White",09/08/2008,00:00:00,10/08/2008,00:00:00,TRUE,FALSE,08/08/2008,23:45:00,,,,,,,"Daily Eucharist
Habakkuk 1:12-2:4
Psalm 9:7-12
Matthew 17:14-20

Daily Prayer
Judges 9:22-25, 50-57
Acts 4:32-5:11
John 2:13-25
",,,Normal,,Normal,3
Pentecost 13 [3] Green / SPB Trinity 12,10/08/2008,00:00:00,11/08/2008,00:00:00,TRUE,FALSE,09/08/2008,23:45:00,,,,,,,"Week of Proper 19

Eucharist

Continuous
Genesis 37:1-4, 12-28
Psalm 105:1-6, 16-22, (45b) 
Romans 10:5-15
Matthew 14:22-33

Thematic
1 Kings 19:9-18
Psalm 85:8-13
Romans 10:5-15
Matthew 14:22-33

Daily Prayer
Job 39:1-40:4 or Sirach 43:13-33
Hebrews 12:1-17
Luke 12:32-40
",,,Normal,,Normal,3
"Clare of Assisi,  Religious,  1253 [6] White",11/08/2008,00:00:00,12/08/2008,00:00:00,TRUE,FALSE,10/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 1:1-5, 24-28
Psalm 148:1-4, 13-14
Matthew 17:22-27

Daily Prayer
Judges 12:1-7
Acts 5:12-26
John 3:1-21
",,,Normal,,Normal,3
"Blane,  Missionary,  c:590 [6] White",12/08/2008,00:00:00,13/08/2008,00:00:00,TRUE,FALSE,11/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 2:8-3:4
Psalm 119:65-72
Matthew 18:1-5, 10, 12-14

Daily Prayer
Judges 13:1-15
Acts 5:27-42
John 3:22-36
",,,Normal,,Normal,3
"Jeremiahemy Taylor,  Bishop,  1667 [6] White",13/08/2008,00:00:00,14/08/2008,00:00:00,TRUE,FALSE,12/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 9:1-7; 10:18-22
Psalm 113
Matthew 118:15-20

Daily Prayer
Judges 13:15-24
Acts 6:1-15
John 14:1-26
",,,Normal,,Normal,3
"Maximilien Kolbe,  Priest and Martyr,  1941 [6] Red",14/08/2008,00:00:00,15/08/2008,00:00:00,TRUE,FALSE,13/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 12:1-16
Psalm 39:11-15
Matthew 18:21-19:1

Daily Prayer
Judges 14:1-19
Acts 6:15-7:16
John 4:27-42
",,,Normal,,Normal,3
Mary the Virgin [4] White,15/08/2008,00:00:00,16/08/2008,00:00:00,TRUE,FALSE,14/08/2008,23:45:00,,,,,,,"Eucharist
Isaiah 7:10-15 or Revelation 11:19-12:6, 10
Psalm 132:6-10, 13-14 or Psalm 45:10-17
Galatians 4:4-7
Luke 1:46-55 or Luke 2:1-7

Daily Prayer
Morning:
1 Samuel 2:1-10
John 2:1-12

Evening:
Jeremiah 31:1-14 or Zechariah 2:10-13
John 19:23-27 or Acts 1:6-14
",,,Normal,,Normal,3
Saturday of Pentecost 13,16/08/2008,00:00:00,17/08/2008,00:00:00,TRUE,FALSE,15/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 18:1-13, 30-32
Psalm 51:11-18
Matthew 19:13-15

Daily Prayer
Judges 16:1-14
Acts 7:30-43
John 5:1-18
",,,Normal,,Normal,3
Pentecost 14 [3] Green / SPB Trinity 13,17/08/2008,00:00:00,18/08/2008,00:00:00,TRUE,FALSE,16/08/2008,23:45:00,,,,,,,"Week of Proper 20

Eucharist

Continuous
Genesis 45:1-15
Psalm 133
Romans 11:1-2a, 29-32
Matthew 15: (10-20) 21-28

Thematic
Isaiah 56:1, 6-8
Psalm 67
Romans 11:1-2a, 29-32
Matthew 15: (10-20) 21-28

Daily Prayer
Exodus 2:23-3:10
Hebrews 13:1-15
Luke 12:49-56
",,,Normal,,Normal,3
Monday of Pentecost 14,18/08/2008,00:00:00,19/08/2008,00:00:00,TRUE,FALSE,17/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 24:15-24
Psalm 79:1-8
Matthew 19:16-22 

Daily Prayer
Judges 17:1-13
Acts 7:44-8:1a
John 5:19-29 
",,,Normal,,Normal,3
Tuesday of Pentecost 14,19/08/2008,00:00:00,20/08/2008,00:00:00,TRUE,FALSE,18/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 28:1-10
Psalm 60:1-5
Matthew 19:23-30 

Daily Prayer
Judges 18:1-15
Acts 8:1-13
John 5:30-47 
",,,Normal,,Normal,3
"Bernard of Clairvaux,  Aboot & Teacher of the Faith,  1153 [6] White",20/08/2008,00:00:00,21/08/2008,00:00:00,TRUE,FALSE,19/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 34:1-11
Psalm 23
Matthew 20:1-16a 

Daily Prayer
Judges 18:16-31
Acts 8:14-25
John 6:1-15 
",,,Normal,,Normal,3
Thursday of Pentecost 14,21/08/2008,00:00:00,22/08/2008,00:00:00,TRUE,FALSE,20/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 36:22-28
Psalm 51:8-13
Matthew 22:1-14 

Daily Prayer
Job 1:1-22
Acts 8:26-40
John 6:16-27 
",,,Normal,,Normal,3
Friday of Pentecost 14,22/08/2008,00:00:00,23/08/2008,00:00:00,TRUE,FALSE,21/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 37:1-14
Psalm 107:1-8
Matthew 22:34-40 

Daily Prayer
Job 2:1-13
Acts 9:1-9
John 6:27-40 
",,,Normal,,Normal,3
Saturday of Pentecost 14,23/08/2008,00:00:00,24/08/2008,00:00:00,TRUE,FALSE,22/08/2008,23:45:00,,,,,,,"Daily Eucharist
Ezekiel 43:1-7
Psalm 85:8-13
Matthew 23:1-12

Daily Prayer
Job 3:1-26
Acts 9:10-19a
John 6:41-51
",,,Normal,,Normal,3
Pentecost 15 [3] Green / SPB Trinity 14,24/08/2008,00:00:00,25/08/2008,00:00:00,TRUE,FALSE,23/08/2008,23:45:00,,,,,,,"Week of Proper 21

Eucharist

Continuous
Exodus 1:8-2:10
Psalm 124
Romans 12:1-8
Matthew 16:13-20

Thematic
Isaiah 51:1-6
Psalm 138
Romans 12:1-8
Matthew 16:13-20

Daily Prayer
Exodus 4:27-5:1
Hebrews 13:16-21
Luke 13:10-17
",,,Normal,,Normal,3
"Baruchtholomew,  Apostle [4] Red (translated from 24 August) ",25/08/2008,00:00:00,26/08/2008,00:00:00,TRUE,FALSE,24/08/2008,23:45:00,,,,,,,"Eucharist
Deuteronomy 18:15-18 or Isaiah 43:8-13
Psalm 91 or 145:1-7
1 Corinthians 4:9-15
Luke 22:24-30

Daily Prayer
Morning:
Genesis 28:10-17
John 1:43-51

Evening:
Isaiah 66:1-2, 18-23
1 Peter 5:1-11
",,,Normal,,Normal,3
"Ebba of Colossiansdingham,  Abbess,  683 [6] White (translated from 25 August) ",26/08/2008,00:00:00,27/08/2008,00:00:00,TRUE,FALSE,25/08/2008,23:45:00,,,,,,,"Daily Eucharist
2 Thessalonians 2:1-17
Psalm 96:7-13
Matthew 23:23-26

Daily Prayer
Job 6:1-4, 8-15, 21
Acts 9:32-43
John 6:60-71
",,,Normal,,Normal,3
"Monnica,  Mother of Augustine of Hippo,  387 [6] White",27/08/2008,00:00:00,28/08/2008,00:00:00,TRUE,FALSE,26/08/2008,23:45:00,,,,,,,"Daily Eucharist
2 Thessalonians 3:6-10, 16-18
Psalm 128
Matthew 23:27-32  

Daily Prayer
Job 6:1; 7:1-21
Acts 10:1-16
John 7:1-13 
",,,Normal,,Normal,3
"August of Hippo,  Bishop & Teacher of the Faith,  430 [6] White",28/08/2008,00:00:00,29/08/2008,00:00:00,TRUE,FALSE,27/08/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 1:1-9
Psalm 145:1-7
Matthew 24:42-51 

Daily Prayer
Job 8:1-10, 20-22
Acts 10:17-33
John 7:14-36 
",,,Normal,,Normal,3
The Beheading of John the Baptist [4] Red,29/08/2008,00:00:00,30/08/2008,00:00:00,TRUE,FALSE,28/08/2008,23:45:00,,,,,,,"Eucharist
2 Chronicles 24:17-21
Psalm 71:1-6, 15-17
Hebrews 11:32-40
Mark 17-29

Daily Prayer
Morning:
Jeremiah 38:1-6
Revelation 7:13-17

Evening:
Judges 16:28-30
1 Peter 3:13-18
",,,Normal,,Normal,3
Saturday of Pentecost 15,30/08/2008,00:00:00,31/08/2008,00:00:00,TRUE,FALSE,29/08/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 1:26-31
Psalm 33:12-22
Matthew 25:14-30 

Daily Prayer
Job 9:1; 10:1-9, 16-22
Acts 11:1-18
John 8:12-20  
",,,Normal,,Normal,3
Pentecost 16 [3] Green / SPB Trinity 15,31/08/2008,00:00:00,01/09/2008,00:00:00,TRUE,FALSE,30/08/2008,23:45:00,,,,,,,"Week of Proper 22

Eucharist

Continuous
Exodus 3:1-15
Psalm 105:1-6, 23-26,  (45b) 
Romans 12:9-21
Matthew 16:21-28

Thematic
Jeremiah 15:15-21
Psalm 26:1-8
Romans 12:9-21
Matthew 16:21-28

Daily Prayer
Exodus 12:21-27
Revelation 3:14-22
Matthew 4:23-5:20
",,,Normal,,Normal,3
"Aidan of Lindisfarne,  Bishop,  651 [6] White",01/09/2008,00:00:00,02/09/2008,00:00:00,TRUE,FALSE,31/08/2008,23:45:00,,,,,,,"Daily Eucharist
1 Corinthians 2:1-5
Psalm 119:97-104
Luke 4:16-30 

Daily Prayer
Job 12:1-6, 13-25
Acts 11:19-30
John 8:21-30
",,,Normal,,Normal,3
