Subject,Start Date,Start Time,End Date,End Time,All day event,Description,Show time as
Monday of Pentecost 12,04/08/2008,,,,TRUE,,3
"Oswald of Northumbria, Martyr, 642 [6] Red",05/08/2008,,,,TRUE,,3
THE TRANSFIGURATION OF THE LORD [2] White,06/08/2008,,,,TRUE,,3
"Boisil, Prior of Melrose, c.642 [6] White",07/08/2008,,,,TRUE,,3
"Dominic, Priest and Friar, 1221 [6] White",08/08/2008,,,,TRUE,,3
"John Mason Neale, Priest, 1886 [6] White",09/08/2008,,,,TRUE,,3
Pentecost 13 [3] Green / SPB Trinity 12,10/08/2008,,,,TRUE,,3
"Clare of Assisi, Religious, 1253 [6] White",11/08/2008,,,,TRUE,,3
"Blane, Missionary, c.590 [6] White",12/08/2008,,,,TRUE,,3
"Jeremy Taylor, Bishop, 1667 [6] White",13/08/2008,,,,TRUE,,3
"Maximilien Kolbe, Priest and Martyr, 1941 [6] Red",14/08/2008,,,,TRUE,,3
Mary the Virgin [4] White,15/08/2008,,,,TRUE,,3
Saturday of Pentecost 13,16/08/2008,,,,TRUE,,3
Pentecost 14 [3] Green / SPB Trinity 13,17/08/2008,,,,TRUE,,3
Monday of Pentecost 14,18/08/2008,,,,TRUE,,3
Tuesday of Pentecost 14,19/08/2008,,,,TRUE,,3
"Bernard of Clairvaux, Aboot & Teacher of the Faith, 1153 [6] White",20/08/2008,,,,TRUE,,3
Thursday of Pentecost 14,21/08/2008,,,,TRUE,,3
Friday of Pentecost 14,22/08/2008,,,,TRUE,,3
Saturday of Pentecost 14,23/08/2008,,,,TRUE,,3
Pentecost 15 [3] Green / SPB Trinity 14,24/08/2008,,,,TRUE,,3
"Bartholomew, Apostle [4] Red (translated from 24 August)",25/08/2008,,,,TRUE,,3
"Ebba of Coldingham, Abbess, 683 [6] White (translated from 25 August)",26/08/2008,,,,TRUE,,3
"Monnica, Mother of Augustine of Hippo, 387 [6] White",27/08/2008,,,,TRUE,,3
"August of Hippo, Bishop & Teacher of the Faith, 430 [6] White",28/08/2008,,,,TRUE,,3
